time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-01-14T21:27:45.381Z,67.5489,-158.9226,2,3,ml,,,,0.81,ak,ak022ni6uia,2022-03-19T22:08:02.040Z,"69 km NW of Ambler, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2022-01-14T21:16:48.952Z,-22.0678,-174.3614,10,4.9,mb,,124,18.65,0.56,us,us7000gdy8,2022-03-19T22:08:02.040Z,"101 km SE of ‘Ohonua, Tonga",earthquake,10.8,1.7,0.07,64,reviewed,us,us
2022-01-14T20:34:29.081Z,-7.0285,105.2305,46.12,4.6,mb,,50,2.375,1.24,us,us7000gc3e,2022-03-19T22:08:02.040Z,"97 km SW of Labuan, Indonesia",earthquake,6.7,6.2,0.069,70,reviewed,us,us
2022-01-14T19:35:44.526Z,-7.5424,127.667,162.28,4.1,mb,,54,3.625,0.67,us,us7000gdy7,2022-03-19T22:08:02.040Z,"131 km NE of Lospalos, Timor Leste",earthquake,7.8,11.3,0.213,7,reviewed,us,us
2022-01-14T19:09:54.298Z,36.4859,70.5044,207.77,4.3,mb,,71,0.641,0.59,us,us7000gc2k,2022-03-19T22:08:02.040Z,"51 km SW of Jurm, Afghanistan",earthquake,6.6,2.2,0.067,71,reviewed,us,us
2022-01-14T18:59:47.038Z,-30.6323,-178.2307,10,4.7,mb,,138,7.484,0.9,us,us7000gdy9,2022-03-19T22:08:02.040Z,"Kermadec Islands, New Zealand",earthquake,12.6,1.9,0.12,23,reviewed,us,us
2022-01-14T18:47:27.016Z,-7.8131,118.5799,10,4.5,mb,,77,3.014,0.46,us,us7000gdy6,2022-03-19T22:08:02.040Z,"73 km NNW of Bima, Indonesia",earthquake,6.4,1.9,0.118,24,reviewed,us,us
2022-01-14T18:25:46.940Z,-7.3507,121.1111,10,4.2,mb,,137,1.695,0.55,us,us7000gdyc,2022-03-19T22:08:02.040Z,"156 km NNE of Ruteng, Indonesia",earthquake,9.7,1.9,0.264,5,reviewed,us,us
2022-01-14T18:22:21.422Z,14.0605,-93.426,15.45,4.3,mb,,194,1.404,1.41,us,us7000gdyb,2022-03-19T22:08:02.040Z,"130 km SW of Puerto Madero, Mexico",earthquake,7,7.8,0.143,16,reviewed,us,us
2022-01-14T17:12:06.302Z,47.5704,-92.5061,0,3,ml,,83,0.778,0.73,us,us7000gc11,2022-03-19T22:08:02.040Z,"5 km NNE of Virginia, Minnesota",mining explosion,5.1,2,0.105,12,reviewed,us,us
2022-01-14T17:11:11.799Z,44.3362,-115.1819,14.09,2.6,ml,,63,0.951,0.92,us,us7000gc10,2022-03-19T22:08:02.040Z,"23 km NW of Stanley, Idaho",earthquake,1.3,7.5,0.04,82,reviewed,us,us
2022-01-14T16:43:22.073Z,-7.8364,118.5907,10,5.1,mb,,51,3.031,1.01,us,us7000gc0w,2022-03-19T22:08:02.040Z,"70 km NNW of Bima, Indonesia",earthquake,7.2,1.8,0.078,53,reviewed,us,us
2022-01-14T16:21:48.878Z,51.5946,-178.6409,83.93,3,ml,,171,0.115,0.22,us,us7000gjx3,2022-03-19T22:08:02.040Z,"142 km WSW of Adak, Alaska",earthquake,4.4,5.6,0.097,14,reviewed,us,us
2022-01-14T16:13:03.550Z,36.5418,71.4945,106.99,5.3,mb,,22,0.939,0.85,us,us7000gc0n,2022-03-19T22:08:02.040Z,"16 km SSW of Ashk?sham, Afghanistan",earthquake,6.5,4.9,0.035,265,reviewed,us,us
2022-01-14T16:00:45.080Z,19.1768333333333,-155.5265,33.18,2.76,ml,53,86,,0.11,hv,hv72872787,2022-03-19T22:08:02.040Z,"5 km WSW of P?hala, Hawaii",earthquake,0.43,0.56,0.177786405211459,26,reviewed,hv,hv
2022-01-14T15:09:00.194Z,-28.3876,-176.616,10,5,mb,,76,1.438,1.06,us,us7000gbyy,2022-06-23T19:35:40.309Z,"Kermadec Islands region",earthquake,10.1,1.8,0.076,59,reviewed,us,us
2022-01-14T15:05:41.430Z,32.7728333,-115.4401667,12.18,2.85,ml,41,62,0.03287,0.25,ci,ci39912487,2022-03-19T22:08:02.040Z,"7km SW of Holtville, CA",earthquake,0.35,0.63,0.231,25,reviewed,ci,ci
2022-01-14T14:51:56.848Z,57.4685,-136.4624,13.9,4.5,ml,,,,0.98,ak,ak022ne5zcd,2022-03-19T22:08:02.040Z,"56 km SSW of Pelican, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2022-01-14T13:56:25.702Z,52.2235,-168.028,7.43,3.5,mb,,211,0.903,0.73,us,us7000gdy2,2022-03-19T22:08:01.040Z,"97 km SE of Nikolski, Alaska",earthquake,5.5,9,0.132,14,reviewed,us,us
2022-01-14T12:44:44.186Z,28.0842,142.8437,10.71,4.9,mb,,93,1.145,0.63,us,us7000gbyj,2022-03-19T22:08:01.040Z,"Bonin Islands, Japan region",earthquake,8.5,4.3,0.04,202,reviewed,us,us
2022-01-14T11:42:15.560Z,19.1896666666667,-155.472833333333,33.6,2.94,ml,56,90,,0.11,hv,hv72872407,2022-03-19T22:08:01.040Z,"1 km SSE of P?hala, Hawaii",earthquake,0.38,0.47,0.182386274066733,35,reviewed,hv,hv
2022-01-14T11:33:15.889Z,52.3277,-167.9206,10,2.6,ml,,230,0.86,0.56,us,us7000gjwy,2022-03-19T22:08:01.040Z,"93 km SE of Nikolski, Alaska",earthquake,5.2,2,0.105,12,reviewed,us,us
2022-01-14T11:24:24.678Z,-23.4111,-70.9556,23.59,4.4,mwr,,137,0.382,0.93,us,us7000gby7,2022-03-19T22:08:01.040Z,"63 km WNW of Antofagasta, Chile",earthquake,2.3,5,0.065,23,reviewed,us,us
2022-01-14T10:55:41.768Z,52.2413,-167.8844,10.9,4.1,mb,,138,0.941,0.6,us,us7000gby3,2022-03-19T22:08:01.040Z,"102 km SE of Nikolski, Alaska",earthquake,5.5,4.7,0.068,59,reviewed,us,us
2022-01-14T10:44:30.652Z,-59.8617,-26.7383,35,4.4,mb,,122,7.707,0.56,us,us7000gdxz,2022-03-19T22:08:01.040Z,"South Sandwich Islands region",earthquake,10.1,1.5,0.102,28,reviewed,us,us
2022-01-14T10:18:57.131Z,-7.0583,104.9417,10,4.4,mb,,121,2.663,0.84,us,us7000gdxy,2022-03-19T22:08:01.040Z,"123 km SW of Labuan, Indonesia",earthquake,3.5,1.9,0.24,5,reviewed,us,us
2022-01-14T10:07:33.071Z,-7.5121,128.5875,98.83,4.6,mb,,61,2.727,0.49,us,us7000gbxq,2022-03-19T22:08:01.040Z,"207 km ENE of Lospalos, Timor Leste",earthquake,4.6,7.1,0.072,58,reviewed,us,us
2022-01-14T09:53:38.727Z,54.1139,-159.5396,15.31,2.8,ml,,243,0.719,0.61,us,us7000gjxj,2022-03-19T22:08:01.040Z,"149 km SSE of Sand Point, Alaska",earthquake,4.2,9.8,0.097,14,reviewed,us,us
2022-01-14T09:49:20.820Z,-7.0422,105.2063,34.46,5.4,mww,,23,2.4,0.5,us,us7000gbww,2022-03-19T22:08:01.040Z,"100 km SW of Labuan, Indonesia",earthquake,5.6,3.7,0.098,10,reviewed,us,us
2022-01-14T09:08:52.565Z,-9.8939,34.2464,10,4.4,mb,,99,8.382,0.4,us,us7000gbu6,2022-03-19T22:08:01.040Z,"32 km WSW of Mlangali, Tanzania",earthquake,10.6,1.9,0.138,21,reviewed,us,us
2022-01-14T09:05:41.461Z,-6.86,105.2887,33,6.6,mww,,22,2.418,0.54,us,us7000gbu4,2023-06-19T04:41:11.580Z,"80 km SW of Labuan, Indonesia",earthquake,3.5,1.7,0.063,24,reviewed,us,us
2022-01-14T08:29:05.776Z,24.3313,94.6403,89.01,4.2,mb,,102,4.179,0.89,us,us7000gbtz,2022-06-23T19:34:10.851Z,"Sagaing, Myanmar",earthquake,10,8.4,0.128,17,reviewed,us,us
2022-01-14T08:25:28.969Z,50.5323,-130.1852,10,4.5,mwr,,187,1.312,0.83,us,us7000gbtx,2022-03-19T22:08:01.040Z,"219 km W of Port McNeill, Canada",earthquake,10.7,2,,,reviewed,us,pgc
2022-01-14T08:23:26.370Z,-10.4171,110.4795,10,4.3,mb,,104,2.489,0.66,us,us7000gdxu,2022-03-19T22:08:01.040Z,"273 km S of Pundong, Indonesia",earthquake,5.8,1.9,0.217,6,reviewed,us,us
2022-01-14T08:21:27.672Z,-22.2582,170.4785,10,4.5,mb,,107,2.827,0.74,us,us7000gdxt,2022-03-19T22:08:01.040Z,"279 km ESE of Tadine, New Caledonia",earthquake,9.4,2,0.181,9,reviewed,us,us
2022-01-14T07:55:16.700Z,19.1811666666667,-155.4745,32.56,2.58,md,48,83,,0.11,hv,hv72872162,2022-03-19T22:08:01.040Z,"2 km S of P?hala, Hawaii",earthquake,0.45,0.63,0.177529486936367,22,reviewed,hv,hv
2022-01-14T06:40:16.264Z,-31.2415,-178.3058,10,4.7,mb,,88,2,0.52,us,us7000gdxr,2022-03-19T22:08:01.040Z,"Kermadec Islands region",earthquake,12.1,1.9,0.142,15,reviewed,us,us
2022-01-14T06:38:23.840Z,50.4878,-130.3172,10,4.4,mwr,,181,1.401,0.76,us,us7000gbtt,2022-03-19T22:08:01.040Z,"229 km W of Port McNeill, Canada",earthquake,8.8,2,,,reviewed,us,pgc
2022-01-14T06:34:22.004Z,0.5443,92.2519,10,4.4,mb,,209,5.376,0.5,us,us7000gdxx,2022-03-19T22:08:00.040Z,"off the west coast of northern Sumatra",earthquake,11.9,2,0.219,6,reviewed,us,us
2022-01-14T05:56:26.627Z,-18.0231,-178.2561,563.04,4.4,mb,,123,3.525,0.6,us,us7000gbtl,2022-03-19T22:08:00.040Z,"Fiji region",earthquake,15.5,9.3,0.082,43,reviewed,us,us
2022-01-14T05:50:21.711Z,-21.2906,-68.893,118.7,4.3,mb,,58,0.606,1.18,us,us7000gbtj,2022-03-19T22:08:00.040Z,"129 km N of Calama, Chile",earthquake,6.2,7,0.111,23,reviewed,us,us
2022-01-14T05:38:21.261Z,52.3341,-172.325,53.23,2.8,ml,,190,1.058,0.59,us,us7000gjxc,2022-03-19T22:08:00.040Z,"128 km E of Atka, Alaska",earthquake,11.1,37.3,0.091,16,reviewed,us,us
2022-01-14T05:33:06.510Z,17.9793,-66.8443,16,2.51,md,13,157,0.0352,0.13,pr,pr2022014000,2022-01-14T06:03:54.789Z,"3 km WSW of Indios, Puerto Rico",earthquake,0.47,0.6,0.2,10,reviewed,pr,pr
2022-01-14T05:27:44.067Z,51.6136,-172.8673,41.24,3.5,mb,,217,1.009,0.5,us,us7000gdyd,2022-03-19T22:08:00.040Z,"112 km SE of Atka, Alaska",earthquake,8.2,12.7,0.137,13,reviewed,us,us
2022-01-14T04:50:22.640Z,38.8395,-122.8366667,2.46,2.59,md,79,26,0.001295,0.05,nc,nc73678226,2022-03-19T22:08:00.040Z,"10km NW of The Geysers, CA",earthquake,0.12,0.15,0.136,60,reviewed,nc,nc
2022-01-14T03:59:56.495Z,52.18,-168.1598,10,3.9,mb,,180,0.899,0.92,us,us7000gdxp,2022-03-19T22:08:00.040Z,"96 km SSE of Nikolski, Alaska",earthquake,4,1.9,0.229,6,reviewed,us,us
2022-01-14T03:59:39.723Z,-7.7968,118.5387,10,4.6,mb,,81,3.015,0.95,us,us7000gbt7,2022-03-19T22:08:00.040Z,"76 km NNW of Bima, Indonesia",earthquake,7.8,1.9,0.164,13,reviewed,us,us
2022-01-14T03:11:12.153Z,55.866,113.3636,10,4.1,mb,,104,7.122,1.15,us,us7000gdxn,2022-03-19T22:08:00.040Z,"31 km S of Severomuysk, Russia",earthquake,6.4,1.9,0.213,7,reviewed,us,us
2022-01-14T01:30:32.954Z,45.2999,148.1004,143.21,4,mb,,137,4.861,0.69,us,us7000gdxl,2022-03-19T22:08:00.040Z,"19 km ENE of Kuril’sk, Russia",earthquake,13.6,6.9,0.157,13,reviewed,us,us
2022-01-14T01:28:44.660Z,-18.6356,176.3698,10,4.3,mb,,123,1.828,0.93,us,us7000gdxm,2022-03-19T22:08:00.040Z,"144 km SW of Nadi, Fiji",earthquake,8.4,1.9,0.267,6,reviewed,us,us
2022-01-14T01:22:33.999Z,52.61,-168.1262,27.28,2.8,ml,,236,0.572,0.41,us,us7000gjwv,2022-03-19T22:08:00.040Z,"61 km SE of Nikolski, Alaska",earthquake,5.2,8.9,0.115,10,reviewed,us,us
2022-01-14T01:12:02.809Z,53.8577,-166.1324,80.14,2.9,ml,,181,0.22,0.2,us,us7000gjwu,2022-03-19T22:08:00.040Z,"26 km E of Unalaska, Alaska",earthquake,12.5,10.2,0.115,10,reviewed,us,us
2022-01-14T01:08:39.043Z,-20.4601,-175.4932,10,4.7,mb,,127,6.673,0.94,us,us7000gdxk,2022-03-19T22:08:00.040Z,"81 km NNW of Nuku‘alofa, Tonga",earthquake,11.4,1.7,0.208,7,reviewed,us,us
2022-01-13T23:45:25.976Z,54.5411,-163.3197,12.26,3.7,mb,,166,0.293,0.7,us,us7000gbs8,2022-03-19T22:08:00.040Z,"35 km S of False Pass, Alaska",earthquake,5,7.6,0.225,5,reviewed,us,us
2022-01-13T23:24:08.275Z,-27.4037,-70.6025,87.7,4.1,mb,,112,0.225,1.06,us,us7000gbs3,2022-03-19T22:08:00.040Z,"27 km W of Copiapó, Chile",earthquake,5.2,4.8,0.302,3,reviewed,us,us
2022-01-13T22:19:15.443Z,52.2538,-168.0089,10,2.9,ml,,285,0.885,0.35,us,us7000gk70,2022-03-19T22:08:00.040Z,"95 km SE of Nikolski, Alaska",earthquake,6.4,2,0.115,10,reviewed,us,us
2022-01-13T22:18:22.050Z,19.3286,-64.0921,37,3.92,md,15,339,1.5684,0.26,pr,pr2022013003,2022-03-19T22:08:00.040Z,"132 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,3.01,17.96,0.06,5,reviewed,pr,pr
2022-01-13T21:07:54.877Z,43.8879,-105.327,0,3.2,ml,,88,0.96,1.03,us,us7000gbr7,2022-03-19T22:07:59.040Z,"Wyoming",mining explosion,3.1,1.8,0.042,74,reviewed,us,us
2022-01-13T21:04:45.829Z,3.6914,126.8488,58.29,4.4,mb,,101,2.945,0.56,us,us7000gbra,2022-03-19T22:07:59.040Z,"243 km SE of Sarangani, Philippines",earthquake,4.9,8.3,0.104,27,reviewed,us,us
2022-01-13T20:09:41.979Z,52.3409,-167.9303,10,2.7,ml,,285,0.846,0.45,us,us7000gk74,2022-03-19T22:07:59.040Z,"91 km SE of Nikolski, Alaska",earthquake,2.1,2,0.115,10,reviewed,us,us
2022-01-13T19:32:49.809Z,9.8424,-84.6553,37.13,4.6,mb,,78,0.533,1.13,us,us7000gbqm,2022-03-19T22:07:59.040Z,"16 km WSW of Orotina, Costa Rica",earthquake,6.9,6.7,0.041,181,reviewed,us,us
2022-01-13T19:26:58.586Z,54.8627,164.6721,10,4.2,mb,,121,4.007,0.75,us,us7000gbql,2022-03-19T22:07:59.040Z,"Komandorskiye Ostrova, Russia region",earthquake,9.5,1.9,0.084,40,reviewed,us,us
2022-01-13T19:03:30.121Z,25.0326,95.0765,94.89,4.1,mb,,120,2.963,0.89,us,us7000gdwl,2022-03-19T22:07:59.040Z,"91 km SE of Phek, India",earthquake,9.5,6.8,0.185,8,reviewed,us,us
2022-01-13T18:38:28.765Z,-7.3084,127.545,10,4.6,mb,,53,3.78,0.84,us,us7000gbq6,2022-03-19T22:07:59.040Z,"147 km NNE of Lospalos, Timor Leste",earthquake,6.7,1.9,0.097,32,reviewed,us,us
2022-01-13T18:19:36.667Z,-26.8528,-71.1932,14.52,5.2,mww,,114,0.405,0.87,us,us7000gbpy,2022-08-06T14:17:44.986Z,"102 km NW of Copiapó, Chile",earthquake,3.3,2.6,0.089,12,reviewed,us,us
2022-01-13T17:41:48.760Z,58.3851,-150.9551,3.5,2.7,ml,,,,0.78,ak,ak022lscrkv,2022-03-19T22:07:59.040Z,"104 km ENE of Ouzinkie, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2022-01-13T17:36:52.352Z,36.4719,70.2604,221.46,4.1,mb,,70,0.699,0.78,us,us7000gbpk,2022-03-19T22:07:59.040Z,"37 km ESE of Farkh?r, Afghanistan",earthquake,4,5.4,0.112,22,reviewed,us,us
2022-01-13T16:46:31.641Z,-29.9494,-177.4424,15.31,4.6,mb,,211,0.801,0.84,us,us7000gdwf,2022-03-19T22:07:59.040Z,"Kermadec Islands, New Zealand",earthquake,10,14,0.172,10,reviewed,us,us
2022-01-13T16:32:25.536Z,42.5167,-126.4568,10,3.2,ml,,239,1.804,0.83,us,us7000gbmr,2022-03-19T22:07:59.040Z,"162 km W of Port Orford, Oregon",earthquake,7,2,0.042,76,reviewed,us,us
2022-01-13T16:23:56.106Z,-5.7851,149.6068,142.14,4.3,mb,,93,2.999,1.07,us,us7000gdwd,2022-03-19T22:07:59.040Z,"47 km N of Kandrian, Papua New Guinea",earthquake,9.1,9.6,0.147,16,reviewed,us,us
2022-01-13T16:05:44.937Z,51.484,-179.374,10,2.8,ml,,185,0.356,0.64,us,us7000gk6m,2022-03-19T22:07:59.040Z,"Andreanof Isl., Aleutian Islands, Alaska",earthquake,1.4,1.9,0.091,16,reviewed,us,us
2022-01-13T15:56:49.132Z,35.3626,140.4523,63.04,4.2,mb,,135,1.983,1.06,us,us7000gdwc,2022-03-19T22:07:59.040Z,"13 km NNE of ?hara, Japan",earthquake,5.7,7.5,0.136,20,reviewed,us,us
2022-01-13T14:54:48.000Z,19.4058333333333,-155.7645,9.93,2.92,md,49,102,,0.16,hv,hv72870797,2022-03-19T22:07:59.040Z,"11 km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.26,0.24,0.147608092765886,20,reviewed,hv,hv
2022-01-13T14:47:28.025Z,-5.4945,151.7729,35,4.7,mb,,83,1.352,1.1,us,us7000gdwa,2022-03-19T22:07:59.040Z,"138 km SSW of Kokopo, Papua New Guinea",earthquake,10,2,0.106,27,reviewed,us,us
2022-01-13T14:26:47.953Z,51.6845,-176.6451,35,2.6,ml,,195,0.199,0.69,us,us7000gk6l,2022-03-19T22:07:58.040Z,"21 km S of Adak, Alaska",earthquake,2.5,2,0.148,6,reviewed,us,us
2022-01-13T13:52:01.371Z,-24.4003,-67.1872,175.5,4.4,mb,,40,1.704,1,us,us7000gbm4,2022-03-19T22:07:58.040Z,"90 km WSW of San Antonio de los Cobres, Argentina",earthquake,4.6,6.7,0.101,28,reviewed,us,us
2022-01-13T13:51:05.177Z,-24.6112,179.4372,558.47,4.3,mb,,114,5.197,0.83,us,us7000gdw7,2022-06-23T19:32:15.747Z,"south of the Fiji Islands",earthquake,14.4,11.1,0.129,17,reviewed,us,us
2022-01-13T13:48:13.311Z,-28.5356,62.3715,10,4.6,mb,,62,8.788,1.05,us,us7000gdw8,2022-03-19T22:07:58.040Z,"Southwest Indian Ridge",earthquake,7.3,1.8,0.105,27,reviewed,us,us
2022-01-13T13:40:38.947Z,-32.234,-178.3098,10,4.7,mb,,81,2.981,1.04,us,us7000gdw9,2022-03-19T22:07:58.040Z,"south of the Kermadec Islands",earthquake,8,1.9,0.118,22,reviewed,us,us
2022-01-13T13:32:46.671Z,34.6373,97.9393,10,4.5,mb,,48,10.684,1.14,us,us7000gdw6,2022-03-19T22:07:58.040Z,"Southern Qinghai, China",earthquake,9.4,1.9,0.139,15,reviewed,us,us
2022-01-13T13:32:34.140Z,19.1531666666667,-155.499333333333,32.18,2.81,ml,54,131,,0.11,hv,hv72870667,2022-03-19T22:07:58.040Z,"5 km SSW of P?hala, Hawaii",earthquake,0.43,0.52,0.187857405209288,18,reviewed,hv,hv
2022-01-13T13:31:59.346Z,-8.4057,118.0713,10,4.6,mb,,87,3.877,0.72,us,us7000gdwj,2022-03-19T22:07:58.040Z,"45 km WNW of Dompu, Indonesia",earthquake,7.6,1.3,0.1,31,reviewed,us,us
2022-01-13T13:29:51.339Z,52.3394,-167.3796,10,3.9,mb,,193,1.099,1.08,us,us7000gdwk,2022-03-19T22:07:58.040Z,"120 km SE of Nikolski, Alaska",earthquake,4.8,1.9,0.118,22,reviewed,us,us
2022-01-13T13:18:22.151Z,62.1596,-152.0665,101.6,2.6,ml,,,,0.67,ak,ak022lpu1ui,2022-03-19T22:07:58.040Z,"39 km WNW of Skwentna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-01-13T13:01:26.331Z,52.2365,-167.4941,10,3.7,mb,,221,1.109,0.93,us,us7000gdwi,2022-03-19T22:07:58.040Z,"121 km SE of Nikolski, Alaska",earthquake,5.1,2,0.159,10,reviewed,us,us
2022-01-13T12:58:17.392Z,52.3353,-167.9215,10,2.7,ml,,239,0.854,0.51,us,us7000gk6k,2022-03-19T22:07:58.040Z,"92 km SE of Nikolski, Alaska",earthquake,3.2,2,0.115,10,reviewed,us,us
2022-01-13T12:48:10.377Z,52.1396,-168.138,10,3.4,mb,,227,0.941,0.79,us,us7000gdws,2022-03-19T22:07:58.040Z,"101 km SSE of Nikolski, Alaska",earthquake,4.8,1.9,0.246,5,reviewed,us,us
2022-01-13T12:40:24.091Z,1.3294,127.7676,27.99,4.4,mb,,94,0.683,0.61,us,us7000gdw4,2022-03-19T22:07:58.040Z,"51 km SSW of Tobelo, Indonesia",earthquake,8.1,7,0.179,9,reviewed,us,us
2022-01-13T12:32:25.647Z,52.8263,-169.2345,98.05,3.6,mb,,203,0.272,0.98,us,us7000gk6j,2022-03-19T22:07:58.040Z,"28 km WSW of Nikolski, Alaska",earthquake,10.3,5.7,0.189,7,reviewed,us,us
2022-01-13T12:24:01.012Z,38.9682,69.9204,38.27,4.3,mb,,105,1.29,0.66,us,us7000gdw3,2022-03-19T22:07:58.040Z,"11 km NNW of Darband, Tajikistan",earthquake,5.1,8.7,0.129,17,reviewed,us,us
2022-01-13T12:14:02.032Z,51.54,16.2356,5,4.3,mb,,44,1.192,0.9,us,us7000gblv,2022-03-19T22:07:58.040Z,"3 km NNW of Rudna, Poland",earthquake,4.8,1.9,0.169,10,reviewed,us,us
2022-01-13T12:06:31.083Z,52.1729,-168.2035,10,2.7,ml,,267,0.893,0.54,us,us7000gk6i,2022-03-19T22:07:58.040Z,"96 km SSE of Nikolski, Alaska",earthquake,5.8,2,0.105,12,reviewed,us,us
2022-01-13T12:03:34.869Z,37.4645,21.8802,10,4.1,mb,,49,0.287,1.09,us,us7000gdw2,2022-03-19T22:07:57.040Z,"20 km NNE of Kopanáki, Greece",earthquake,6.9,1.9,0.198,7,reviewed,us,us
2022-01-13T11:55:16.051Z,52.3064,159.5465,65.99,4.3,mb,,138,0.902,0.95,us,us7000gdwg,2022-03-19T22:07:57.040Z,"103 km SE of Vilyuchinsk, Russia",earthquake,9.1,7.1,0.113,22,reviewed,us,us
2022-01-13T11:20:54.167Z,52.1524,-174.4521,178.05,3.4,ml,,172,0.164,0.55,us,us7000gdwe,2022-03-19T22:07:57.040Z,"17 km WSW of Atka, Alaska",earthquake,9.6,4.4,0.097,14,reviewed,us,us
2022-01-13T11:19:55.604Z,61.6092,-146.3608,35.5,2.5,ml,,,,0.52,ak,ak022longwy,2022-03-19T22:07:57.040Z,"47 km SSE of Nelchina, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-01-13T10:55:41.290Z,53.6369,-166.3826,71.8,2.9,ml,,190,0.22,0.41,us,us7000gk6h,2022-03-19T22:07:57.040Z,"28 km SSE of Unalaska, Alaska",earthquake,12,32.8,0.097,14,reviewed,us,us
2022-01-13T10:33:52.700Z,40.0278333,-123.7545,19.3,2.75,md,31,93,0.08219,0.13,nc,nc73677916,2022-03-19T22:07:57.040Z,"12km SSE of Redway, CA",earthquake,0.32,0.36,0.162,38,reviewed,nc,nc
2022-01-13T10:01:20.528Z,1.4789,123.0663,10,4.6,mb,,54,2.313,0.92,us,us7000gbkn,2022-03-19T22:07:57.040Z,"104 km N of Gorontalo, Indonesia",earthquake,5.3,1.9,0.133,17,reviewed,us,us
2022-01-13T09:20:17.248Z,51.0683,-179.1932,22.1,2.9,ml,,221,0.54,0.71,us,us7000gk6g,2022-03-19T22:07:57.040Z,"199 km WSW of Adak, Alaska",earthquake,1.9,10.6,0.105,12,reviewed,us,us
2022-01-13T09:03:53.120Z,52.0958,-168.0648,10,2.6,ml,,271,1.001,0.6,us,us7000gk6f,2022-03-19T22:07:57.040Z,"108 km SSE of Nikolski, Alaska",earthquake,3.1,2,0.105,12,reviewed,us,us
2022-01-13T08:37:21.470Z,19.2233333333333,-155.418833333333,34.15,2.78,ml,54,135,,0.12,hv,hv72870287,2022-03-19T22:07:57.040Z,"Island of Hawaii, Hawaii",earthquake,0.44,0.49,0.120266893689595,32,reviewed,hv,hv
2022-01-13T08:23:09.790Z,33.3718333,-116.3925,5.06,2.75,ml,104,17,0.04974,0.19,ci,ci39910983,2022-03-19T22:07:57.040Z,"13km N of Borrego Springs, CA",earthquake,0.12,0.52,0.141,26,reviewed,ci,ci
2022-01-13T08:19:38.866Z,52.1509,-168.17,10,3.5,mb,,193,0.922,0.68,us,us7000gdvu,2022-03-19T22:07:57.040Z,"99 km SSE of Nikolski, Alaska",earthquake,2.3,1.9,0.103,24,reviewed,us,us
2022-01-13T08:04:10.642Z,52.0873,-167.9287,10,3.7,mb,,221,1.051,0.91,us,us7000gdvv,2022-03-19T22:07:57.040Z,"113 km SSE of Nikolski, Alaska",earthquake,6.1,1.8,0.123,17,reviewed,us,us
2022-01-13T07:42:38.881Z,48.9851,-68.0734,14.83,3,ml,,159,0.751,0.18,us,us7000gbtq,2022-03-19T22:07:57.040Z,"26 km SSE of Baie-Comeau, Canada",earthquake,3.7,9,0.074,24,reviewed,us,us
2022-01-13T07:40:08.590Z,13.6028,-91.3014,35,4.2,mb,,179,1.508,0.58,us,us7000gbk5,2022-03-19T22:07:57.040Z,"59 km SSW of La Gomera, Guatemala",earthquake,6.6,2,0.088,36,reviewed,us,us
2022-01-13T07:23:48.468Z,51.1364,-179.2352,28.42,2.8,ml,,216,0.494,0.51,us,us7000gk6e,2022-03-19T22:07:57.040Z,"198 km WSW of Adak, Alaska",earthquake,5.3,13.4,0.115,10,reviewed,us,us
2022-01-13T07:23:21.417Z,-1.4997,127.3595,10,4.8,mb,,79,2.256,0.38,us,us7000gbk1,2022-03-19T22:07:57.040Z,"248 km S of Sofifi, Indonesia",earthquake,7,1.9,0.082,46,reviewed,us,us
2022-01-13T06:49:12.220Z,58.296,-153.668,62.7,2.8,ml,,,,0.54,ak,ak022llun0y,2022-03-19T22:07:56.040Z,"49 km WNW of Aleneva, Alaska",earthquake,,1,,,reviewed,ak,ak
2022-01-13T06:46:12.642Z,39.5117,-29.6853,10,4.2,mb,,123,3.696,0.47,us,us7000gdvq,2022-03-19T22:07:56.040Z,"124 km E of Santa Cruz das Flores, Portugal",earthquake,12.6,1.9,0.16,13,reviewed,us,us
2022-01-13T06:28:54.700Z,13.4082,-91.2273,35,4.1,mb,,153,1.49,0.67,us,us7000gbjj,2022-03-19T22:07:56.040Z,"72 km SW of Puerto San José, Guatemala",earthquake,7.4,2,0.075,48,reviewed,us,us
2022-01-13T06:26:17.295Z,31.0376,131.4666,47.3,4.7,mb,,115,0.987,0.6,us,us7000gbjl,2022-03-19T22:07:56.040Z,"54 km SSE of Kushima, Japan",earthquake,6.4,7.1,0.074,56,reviewed,us,us
2022-01-13T06:15:18.577Z,55.4545,-156.9079,10.6,3,ml,,,,1.06,ak,ak022llnd81,2022-03-19T22:07:56.040Z,"132 km SE of Chignik, Alaska",earthquake,,8.4,,,reviewed,ak,ak
2022-01-13T05:58:02.380Z,51.1045,-179.1173,29.83,3.1,ml,,216,0.488,0.15,us,us7000gk69,2022-03-19T22:07:56.040Z,"192 km WSW of Adak, Alaska",earthquake,3,9.9,0.105,12,reviewed,us,us
